customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,payment_method,paperless_billing,monthly_charges,total_charges,churn
CUST10258,Female,0,Yes,No,18,Yes,No,Month-to-month,Bank transfer,No,51.45,858.35,No
CUST10259,Female,1,No,Yes,46,No,Fiber optic,One year,Mailed check,Yes,74.16,3205.31,No
CUST10260,Female,0,Yes,Yes,39,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,42.49,1785.82,Yes
CUST10261,Female,0,Yes,Yes,45,Yes,Fiber optic,Two year,Bank transfer,Yes,69.1,3045.34,No
CUST10262,Female,0,Yes,No,45,Yes,DSL,Month-to-month,Bank transfer,No,98.46,4350.56,No
CUST10263,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,Electronic check,No,39.46,1697.16,No
CUST10264,Male,0,No,Yes,37,Yes,Fiber optic,Two year,Credit card,No,66.84,2452.64,No
CUST10265,Male,1,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,97.62,5057.35,Yes
CUST10266,Female,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Credit card,Yes,61.54,2547.9,No
CUST10267,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,Bank transfer,No,57.66,0.0,No
CUST10268,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,No,101.09,166.74,No
CUST10269,Male,0,No,No,69,Yes,DSL,Month-to-month,Credit card,Yes,64.34,4336.02,No
CUST10270,Male,1,No,Yes,66,Yes,No,Month-to-month,Credit card,No,99.61,6673.09,Yes
CUST10271,Male,0,Yes,No,42,Yes,DSL,Month-to-month,Bank transfer,Yes,82.72,3502.9,No
CUST10272,Male,0,Yes,Yes,12,No,DSL,Month-to-month,Bank transfer,No,63.43,697.5,No
CUST10273,Female,0,Yes,No,57,No,Fiber optic,One year,Electronic check,No,83.99,4794.69,Yes
CUST10274,Male,0,Yes,Yes,10,Yes,Fiber optic,One year,Mailed check,No,80.01,752.36,No
CUST10275,Female,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,Mailed check,Yes,97.52,2794.46,No
CUST10276,Female,0,No,Yes,24,Yes,Fiber optic,Month-to-month,Credit card,No,58.29,1453.66,Yes
CUST10277,Male,0,No,No,0,Yes,No,Month-to-month,Bank transfer,Yes,73.03,66.98,Yes
CUST10278,Female,0,No,No,58,Yes,Fiber optic,Two year,Mailed check,Yes,70.46,3819.99,No
CUST10279,Male,0,No,No,37,Yes,Fiber optic,Two year,Electronic check,No,89.6,3308.52,No
CUST10280,Male,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,46.37,1274.83,No
CUST10281,Female,0,Yes,Yes,37,Yes,DSL,Month-to-month,Mailed check,Yes,97.42,3737.15,No
CUST10282,Female,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,Electronic check,No,83.66,0.0,Yes
CUST10283,Male,0,Yes,Yes,31,No,DSL,Month-to-month,Mailed check,Yes,39.08,1180.14,Yes
CUST10284,Female,1,Yes,Yes,37,Yes,Fiber optic,One year,Credit card,Yes,102.21,3661.62,No
CUST10285,Male,0,No,No,24,No,DSL,Month-to-month,Electronic check,Yes,127.85,3239.51,Yes
CUST10286,Male,1,Yes,No,60,Yes,No,Month-to-month,Mailed check,No,97.05,5847.43,No
CUST10287,Male,0,No,Yes,18,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,107.67,1861.28,No
CUST10288,Male,0,No,Yes,10,Yes,No,Month-to-month,Electronic check,Yes,74.13,744.72,No
CUST10289,Female,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Electronic check,No,30.46,896.74,Yes
CUST10290,Female,0,No,No,64,Yes,DSL,Two year,Credit card,Yes,25.9,1549.1,No
CUST10291,Female,0,Yes,No,27,Yes,No,Month-to-month,Bank transfer,Yes,78.38,2119.9,Yes
CUST10292,Female,0,Yes,No,3,Yes,Fiber optic,Two year,Electronic check,No,57.2,256.17,Yes
CUST10293,Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Electronic check,No,49.14,3245.67,No
CUST10294,Female,0,Yes,Yes,32,Yes,Fiber optic,Two year,Mailed check,Yes,70.43,2215.64,No
CUST10295,Male,0,Yes,No,12,Yes,Fiber optic,Two year,Bank transfer,No,87.39,1149.65,No
CUST10296,Female,0,No,Yes,44,Yes,No,Two year,Bank transfer,Yes,35.68,1424.77,No
CUST10297,Female,0,No,Yes,23,Yes,Fiber optic,Two year,Electronic check,Yes,60.78,1420.86,No
CUST10298,Female,0,No,Yes,68,Yes,Fiber optic,One year,Bank transfer,No,109.75,7469.6,Yes
CUST10299,Female,1,No,Yes,21,Yes,Fiber optic,One year,Credit card,Yes,45.12,1118.96,No
CUST10300,Male,1,No,No,40,Yes,Fiber optic,One year,Electronic check,Yes,93.74,3726.59,Yes
CUST10301,Female,0,No,Yes,39,Yes,No,Month-to-month,Electronic check,Yes,59.88,2318.16,Yes
CUST10302,Female,0,Yes,No,17,No,Fiber optic,Month-to-month,Credit card,No,85.64,1541.38,No
CUST10303,Male,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,99.43,3446.85,No
CUST10304,Female,0,No,Yes,7,Yes,Fiber optic,Two year,Credit card,No,90.53,611.62,Yes
CUST10305,Female,1,Yes,No,46,Yes,Fiber optic,Month-to-month,Mailed check,Yes,94.73,4312.01,Yes
CUST10306,Male,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Mailed check,No,43.21,2362.66,No
CUST10307,Female,0,No,No,69,Yes,Fiber optic,One year,Electronic check,No,99.84,6973.8,No
CUST10308,Male,0,No,No,23,Yes,DSL,Month-to-month,Electronic check,No,50.68,1221.06,Yes
CUST10309,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Mailed check,Yes,78.49,1494.93,Yes
CUST10310,Male,1,Yes,No,40,Yes,DSL,Month-to-month,Electronic check,No,78.46,3152.07,No
CUST10311,Male,0,Yes,No,50,Yes,DSL,Month-to-month,Credit card,Yes,84.13,4355.54,No
CUST10312,Female,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No,80.42,5707.1,No
CUST10313,Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Credit card,No,50.9,65.42,Yes
CUST10314,Female,1,Yes,Yes,17,Yes,No,Month-to-month,Bank transfer,Yes,38.25,630.93,Yes
CUST10315,Male,0,Yes,Yes,19,Yes,DSL,Month-to-month,Mailed check,No,93.81,1776.09,No
CUST10316,Female,0,No,Yes,18,Yes,DSL,Month-to-month,Bank transfer,Yes,76.65,1216.63,Yes
CUST10317,Male,1,No,Yes,33,Yes,No,One year,Electronic check,Yes,100.73,3465.17,No
CUST10318,Female,0,No,No,63,Yes,DSL,Month-to-month,Credit card,Yes,70.88,4388.0,No
CUST10319,Male,1,No,No,2,Yes,DSL,Two year,Bank transfer,Yes,36.87,176.35,No
CUST10320,Female,0,Yes,Yes,59,No,DSL,Two year,Electronic check,No,96.15,5610.71,Yes
CUST10321,Female,0,No,Yes,45,Yes,Fiber optic,Month-to-month,Bank transfer,No,62.74,2760.75,No
CUST10322,Male,0,No,No,44,Yes,No,Month-to-month,Bank transfer,Yes,80.55,3665.51,No
CUST10323,Male,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Electronic check,Yes,55.81,2834.08,Yes
CUST10324,Female,0,Yes,No,8,Yes,Fiber optic,Two year,Electronic check,Yes,113.11,925.75,Yes
CUST10325,Female,0,Yes,No,54,Yes,DSL,One year,Credit card,No,50.09,2780.98,No
CUST10326,Male,0,No,Yes,18,Yes,Fiber optic,Two year,Mailed check,No,63.56,1115.22,No
CUST10327,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,Bank transfer,No,74.69,2762.69,No
CUST10328,Male,0,No,Yes,49,Yes,DSL,One year,Electronic check,Yes,44.7,2124.14,Yes
CUST10329,Female,0,No,Yes,44,Yes,DSL,Month-to-month,Bank transfer,No,80.26,3621.85,No
CUST10330,Male,0,No,No,23,Yes,DSL,One year,Electronic check,Yes,112.3,2513.56,Yes
CUST10331,Male,1,No,No,28,Yes,DSL,Month-to-month,Mailed check,Yes,59.74,1821.24,No
CUST10332,Female,1,No,No,34,Yes,Fiber optic,One year,Bank transfer,No,81.88,2752.34,No
CUST10333,Female,0,No,No,3,Yes,Fiber optic,Two year,Mailed check,Yes,20.0,62.05,Yes
CUST10334,Male,0,No,Yes,53,Yes,DSL,Month-to-month,Bank transfer,Yes,71.03,3840.46,Yes
CUST10335,Male,0,Yes,No,7,Yes,Fiber optic,One year,Electronic check,Yes,64.17,451.58,Yes
CUST10336,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Mailed check,No,51.54,1671.03,Yes
CUST10337,Male,0,Yes,Yes,47,Yes,Fiber optic,One year,Credit card,No,99.04,4651.88,Yes
CUST10338,Female,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Mailed check,Yes,63.84,408.58,No
CUST10339,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Electronic check,No,67.56,4798.03,No
CUST10340,Female,0,Yes,Yes,27,No,No,Month-to-month,Credit card,Yes,62.57,1676.77,No
CUST10341,Male,0,No,Yes,1,No,DSL,Two year,Credit card,No,24.08,25.11,No
CUST10342,Male,0,Yes,Yes,48,Yes,Fiber optic,Two year,Bank transfer,Yes,43.7,2184.06,No
CUST10343,Female,0,No,No,40,Yes,DSL,One year,Credit card,No,96.03,3831.22,No
CUST10344,Male,0,No,No,46,Yes,Fiber optic,One year,Credit card,Yes,20.0,1100.83,No
CUST10345,Male,0,No,No,54,Yes,Fiber optic,One year,Bank transfer,No,52.84,2837.71,No
CUST10346,Male,0,Yes,Yes,34,Yes,DSL,Two year,Bank transfer,Yes,62.01,2084.57,No
CUST10347,Male,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Electronic check,No,115.59,6918.3,Yes
CUST10348,Female,0,No,No,27,Yes,DSL,One year,Bank transfer,No,91.22,2331.28,Yes
CUST10349,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,Mailed check,Yes,58.07,2161.06,No
CUST10350,Male,0,No,No,11,Yes,DSL,One year,Credit card,Yes,104.61,1097.64,No
CUST10351,Male,0,Yes,Yes,45,No,Fiber optic,Month-to-month,Mailed check,Yes,53.49,2520.63,Yes
CUST10352,Male,0,No,No,19,Yes,DSL,One year,Credit card,Yes,97.23,1844.06,Yes
CUST10353,Male,0,Yes,No,50,Yes,Fiber optic,One year,Bank transfer,No,38.03,1853.04,No
CUST10354,Male,0,No,No,58,Yes,DSL,Month-to-month,Bank transfer,Yes,98.83,5854.79,Yes
CUST10355,Male,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Credit card,No,61.85,3989.82,No
CUST10356,Female,1,Yes,No,67,Yes,No,One year,Mailed check,Yes,46.29,3226.97,No
CUST10357,Male,0,No,No,8,Yes,Fiber optic,One year,Mailed check,Yes,66.57,447.25,No
CUST10358,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Mailed check,Yes,78.93,739.78,Yes
CUST10359,Female,1,Yes,No,67,Yes,No,One year,Credit card,No,59.63,4176.58,Yes
CUST10360,Male,0,No,Yes,27,Yes,No,Two year,Credit card,Yes,85.85,2342.06,Yes
CUST10361,Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,Yes,57.43,30.67,Yes
CUST10362,Male,0,Yes,Yes,20,Yes,No,Month-to-month,Mailed check,Yes,87.51,1822.03,Yes
CUST10363,Male,0,No,Yes,61,Yes,No,Month-to-month,Mailed check,Yes,83.06,5167.39,No
CUST10364,Male,0,Yes,Yes,25,Yes,Fiber optic,One year,Bank transfer,Yes,70.48,1704.86,No
CUST10365,Female,1,No,Yes,5,No,Fiber optic,Month-to-month,Electronic check,No,60.97,326.79,No
CUST10366,Male,1,Yes,No,52,Yes,DSL,One year,Bank transfer,No,75.79,4033.74,No
CUST10367,Male,0,Yes,Yes,14,Yes,DSL,One year,Bank transfer,Yes,85.76,1084.61,No
CUST10368,Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Electronic check,No,123.54,3089.73,Yes
CUST10369,Female,0,Yes,No,0,No,Fiber optic,Two year,Electronic check,No,95.49,0.0,No
CUST10370,Female,0,No,No,43,Yes,Fiber optic,One year,Bank transfer,No,96.4,4046.84,Yes
CUST10371,Female,0,No,Yes,32,Yes,Fiber optic,Month-to-month,Mailed check,No,149.21,4718.41,Yes
CUST10372,Male,0,No,No,63,Yes,Fiber optic,Month-to-month,Credit card,Yes,84.9,5396.41,No
CUST10373,Male,0,No,Yes,24,Yes,No,Month-to-month,Credit card,No,84.12,1986.68,No
CUST10374,Male,0,Yes,Yes,14,Yes,DSL,Month-to-month,Credit card,No,89.6,1189.56,Yes
CUST10375,Male,0,No,Yes,12,Yes,DSL,Month-to-month,Bank transfer,Yes,46.78,566.52,No
CUST10376,Male,0,Yes,No,14,No,Fiber optic,Two year,Credit card,Yes,60.9,737.9,No
CUST10377,Male,0,Yes,Yes,32,Yes,No,Month-to-month,Electronic check,No,59.35,1942.08,Yes
CUST10378,Male,1,Yes,No,6,Yes,No,Month-to-month,Mailed check,No,88.19,642.28,Yes
CUST10379,Male,0,No,No,29,Yes,No,One year,Electronic check,Yes,67.65,1953.93,No
CUST10380,Female,0,Yes,Yes,62,Yes,No,Month-to-month,Bank transfer,No,75.46,4658.26,No
CUST10381,Male,0,No,No,56,Yes,DSL,Two year,Bank transfer,No,99.19,5591.98,No
CUST10382,Male,0,Yes,Yes,46,Yes,Fiber optic,One year,Mailed check,No,93.58,4101.83,No
CUST10383,Female,1,Yes,No,65,Yes,DSL,Month-to-month,Mailed check,Yes,67.96,4471.08,Yes
CUST10384,Female,1,No,Yes,56,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,55.25,3404.19,No
CUST10385,Male,0,Yes,No,47,Yes,No,Two year,Electronic check,No,100.38,4705.59,No
CUST10386,Male,0,Yes,Yes,63,Yes,Fiber optic,One year,Bank transfer,No,91.35,5743.14,No
CUST10387,Male,0,No,Yes,9,Yes,Fiber optic,Two year,Bank transfer,No,31.84,360.92,No
CUST10388,Male,0,Yes,No,59,Yes,DSL,Month-to-month,Electronic check,Yes,64.17,3950.56,Yes
CUST10389,Male,0,Yes,No,21,Yes,DSL,Two year,Electronic check,Yes,76.14,1696.44,No
CUST10390,Female,0,No,Yes,53,Yes,DSL,One year,Mailed check,Yes,91.47,4632.35,No
CUST10391,Female,0,No,Yes,66,Yes,DSL,Month-to-month,Bank transfer,Yes,94.75,6309.84,No
CUST10392,Male,0,Yes,Yes,36,Yes,No,One year,Mailed check,No,79.1,3104.79,No
CUST10393,Female,0,No,No,6,Yes,Fiber optic,One year,Mailed check,Yes,86.63,582.02,No
CUST10394,Female,0,Yes,No,27,Yes,No,Month-to-month,Bank transfer,Yes,73.6,1871.74,Yes
CUST10395,Male,0,Yes,Yes,29,No,Fiber optic,Month-to-month,Electronic check,No,55.15,1627.53,No
CUST10396,Male,0,Yes,No,68,Yes,DSL,Two year,Bank transfer,No,65.47,4323.89,No
CUST10397,Female,0,No,Yes,68,Yes,DSL,Month-to-month,Electronic check,No,72.47,5051.24,No
CUST10398,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Electronic check,No,71.13,2820.74,Yes
CUST10399,Male,0,Yes,Yes,69,Yes,DSL,Month-to-month,Electronic check,No,24.86,1722.76,Yes
CUST10400,Male,0,No,Yes,31,Yes,No,Month-to-month,Mailed check,No,62.06,1838.08,No
CUST10401,Female,0,No,No,30,Yes,DSL,Two year,Electronic check,No,73.41,2147.66,No
CUST10402,Male,1,Yes,Yes,61,Yes,Fiber optic,One year,Credit card,Yes,64.97,4111.79,No
CUST10403,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Mailed check,Yes,65.83,3170.19,Yes
CUST10404,Male,0,Yes,Yes,38,Yes,DSL,Two year,Credit card,No,84.2,3143.68,No
CUST10405,Female,0,No,No,33,Yes,DSL,Two year,Credit card,No,45.03,1371.47,Yes
CUST10406,Male,0,Yes,No,51,Yes,No,Month-to-month,Credit card,Yes,31.3,1409.13,No
CUST10407,Male,0,Yes,Yes,55,No,DSL,Two year,Credit card,Yes,63.3,3356.37,No
CUST10408,Male,0,No,No,35,Yes,Fiber optic,Month-to-month,Electronic check,Yes,91.1,3199.7,Yes
CUST10409,Male,0,No,No,2,Yes,Fiber optic,Two year,Mailed check,No,114.19,326.4,No
CUST10410,Female,0,No,Yes,7,Yes,DSL,One year,Bank transfer,Yes,91.55,584.81,Yes
CUST10411,Female,0,No,No,10,Yes,Fiber optic,One year,Bank transfer,Yes,35.29,509.95,Yes
CUST10412,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Electronic check,Yes,66.19,2112.52,No
CUST10413,Male,0,No,Yes,44,Yes,Fiber optic,Two year,Bank transfer,No,78.42,3426.68,Yes
CUST10414,Male,0,No,No,58,Yes,No,Month-to-month,Credit card,Yes,76.44,4325.56,No
CUST10415,Male,0,No,Yes,16,Yes,DSL,Month-to-month,Credit card,Yes,85.48,1466.76,No
CUST10416,Male,0,Yes,Yes,57,Yes,DSL,Month-to-month,Mailed check,No,49.07,3006.74,Yes
CUST10417,Female,0,Yes,Yes,48,Yes,Fiber optic,One year,Electronic check,Yes,73.62,3357.58,No
CUST10418,Male,0,No,Yes,3,Yes,No,Month-to-month,Mailed check,Yes,82.51,212.91,Yes
CUST10419,Female,0,No,No,25,Yes,DSL,Two year,Mailed check,Yes,92.64,2442.48,No
CUST10420,Male,0,Yes,No,22,Yes,DSL,One year,Mailed check,Yes,51.86,996.23,No
CUST10421,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Mailed check,No,63.37,4112.35,No
CUST10422,Female,0,Yes,No,67,No,Fiber optic,Month-to-month,Mailed check,Yes,20.0,1462.15,No
CUST10423,Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,Electronic check,No,56.46,3338.96,No
CUST10424,Female,0,No,Yes,38,Yes,Fiber optic,One year,Mailed check,No,58.89,2292.85,No
CUST10425,Female,0,No,Yes,35,Yes,Fiber optic,Two year,Mailed check,Yes,46.51,1803.94,No
CUST10426,Male,1,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,No,76.14,1869.92,Yes
CUST10427,Male,0,No,Yes,56,Yes,DSL,Two year,Credit card,Yes,70.6,3947.4,No
CUST10428,Male,0,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer,No,20.0,66.76,Yes
CUST10429,Female,0,No,Yes,19,Yes,Fiber optic,Two year,Credit card,Yes,77.39,1378.41,No
CUST10430,Female,0,Yes,No,9,Yes,Fiber optic,Two year,Bank transfer,Yes,48.79,536.81,Yes
CUST10431,Female,0,Yes,No,36,Yes,No,One year,Electronic check,No,84.14,2891.86,No
CUST10432,Male,0,Yes,Yes,21,Yes,Fiber optic,One year,Credit card,No,39.95,813.69,No
CUST10433,Female,0,Yes,Yes,14,Yes,Fiber optic,Two year,Mailed check,No,72.75,1028.77,No
CUST10434,Male,1,Yes,Yes,27,Yes,No,Month-to-month,Bank transfer,Yes,64.92,1702.54,No
CUST10435,Male,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Mailed check,No,79.58,4961.94,No
CUST10436,Female,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Mailed check,Yes,75.12,3261.25,Yes
CUST10437,Male,0,Yes,No,60,Yes,No,Month-to-month,Mailed check,No,65.62,3925.04,No
CUST10438,Male,1,No,Yes,66,Yes,DSL,One year,Mailed check,No,33.59,2173.4,No
CUST10439,Female,1,No,No,65,No,Fiber optic,One year,Bank transfer,Yes,35.07,2381.08,No
CUST10440,Female,0,Yes,No,25,Yes,Fiber optic,Two year,Bank transfer,Yes,57.4,1458.96,No
CUST10441,Male,1,No,No,64,Yes,DSL,Month-to-month,Electronic check,Yes,71.79,4738.49,No
CUST10442,Male,1,No,No,66,Yes,Fiber optic,One year,Electronic check,Yes,56.79,3764.61,Yes
CUST10443,Male,0,Yes,Yes,70,Yes,DSL,Month-to-month,Credit card,No,87.63,6109.26,No
CUST10444,Male,1,Yes,Yes,25,Yes,DSL,Month-to-month,Bank transfer,Yes,65.02,1447.13,Yes
CUST10445,Female,0,Yes,No,16,Yes,Fiber optic,One year,Credit card,No,47.87,603.95,No
CUST10446,Female,0,No,Yes,42,Yes,DSL,Two year,Bank transfer,No,65.05,2548.53,No
CUST10447,Female,0,Yes,No,68,Yes,Fiber optic,One year,Bank transfer,Yes,77.65,5318.13,No
CUST10448,Female,0,Yes,No,65,Yes,No,Month-to-month,Credit card,Yes,80.12,5071.58,No
CUST10449,Male,0,No,No,41,Yes,Fiber optic,One year,Bank transfer,No,118.96,5002.92,No
CUST10450,Male,0,No,Yes,10,Yes,DSL,Month-to-month,Mailed check,Yes,55.28,555.82,Yes
CUST10451,Male,1,No,Yes,30,Yes,DSL,Two year,Bank transfer,Yes,70.16,2080.38,No
CUST10452,Female,0,Yes,No,52,Yes,DSL,One year,Electronic check,No,82.65,4213.41,No
CUST10453,Male,1,Yes,No,40,Yes,DSL,Month-to-month,Mailed check,Yes,71.41,2918.63,No
CUST10454,Male,0,Yes,Yes,25,Yes,No,Month-to-month,Bank transfer,Yes,59.48,1406.55,Yes
CUST10455,Female,0,Yes,No,25,Yes,Fiber optic,Month-to-month,Electronic check,Yes,33.27,733.21,Yes
CUST10456,Female,0,No,No,4,Yes,DSL,Two year,Bank transfer,No,59.23,355.75,No
CUST10457,Male,0,Yes,No,21,No,No,Month-to-month,Bank transfer,No,45.16,983.82,Yes
CUST10458,Male,0,No,No,48,No,Fiber optic,One year,Mailed check,No,28.83,1360.35,No
CUST10459,Male,0,Yes,No,17,Yes,DSL,One year,Electronic check,No,52.11,950.01,No
CUST10460,Male,0,No,No,72,Yes,DSL,One year,Bank transfer,No,45.82,3299.93,No
CUST10461,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Credit card,No,86.59,557.84,Yes
CUST10462,Female,0,Yes,Yes,42,Yes,Fiber optic,Two year,Bank transfer,Yes,87.03,3573.58,No
CUST10463,Male,1,No,No,36,Yes,DSL,Month-to-month,Mailed check,No,49.4,1985.44,Yes
CUST10464,Male,0,No,Yes,60,Yes,No,One year,Bank transfer,Yes,65.49,3871.44,No
CUST10465,Male,0,Yes,No,64,Yes,No,One year,Mailed check,No,25.54,1790.16,No
CUST10466,Male,0,Yes,Yes,39,No,No,One year,Mailed check,No,59.64,2307.07,No
CUST10467,Male,1,No,Yes,46,Yes,DSL,Two year,Mailed check,Yes,81.97,3851.33,No
CUST10468,Male,0,No,Yes,51,Yes,DSL,Month-to-month,Electronic check,No,92.62,4797.04,Yes
CUST10469,Female,0,Yes,Yes,38,Yes,No,Month-to-month,Credit card,No,54.17,2173.15,No
CUST10470,Male,0,Yes,No,13,Yes,DSL,Month-to-month,Bank transfer,No,98.3,1193.84,No
CUST10471,Male,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Electronic check,Yes,34.11,1164.97,Yes
CUST10472,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Credit card,No,40.81,878.41,No
CUST10473,Male,0,No,No,33,No,DSL,Month-to-month,Electronic check,No,89.74,2935.55,Yes
CUST10474,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,113.78,5009.79,No
CUST10475,Male,0,Yes,No,15,Yes,No,Month-to-month,Electronic check,Yes,84.34,1212.76,Yes
CUST10476,Male,0,No,Yes,18,Yes,Fiber optic,Month-to-month,Mailed check,No,70.99,1243.18,Yes
CUST10477,Male,1,Yes,No,60,Yes,Fiber optic,One year,Bank transfer,Yes,20.0,1371.14,Yes
CUST10478,Female,0,No,Yes,27,Yes,No,One year,Credit card,Yes,21.44,478.46,No
CUST10479,Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Credit card,No,75.24,959.15,Yes
CUST10480,Female,0,No,No,52,Yes,Fiber optic,Month-to-month,Credit card,No,63.05,3439.69,Yes
CUST10481,Male,0,No,No,52,Yes,No,Month-to-month,Electronic check,Yes,44.35,2368.65,No
CUST10482,Female,0,No,No,60,Yes,Fiber optic,One year,Electronic check,Yes,73.64,4630.44,Yes
CUST10483,Male,0,Yes,Yes,55,Yes,DSL,Month-to-month,Credit card,Yes,74.88,4073.36,Yes
CUST10484,Male,0,No,No,72,Yes,DSL,Month-to-month,Credit card,No,95.61,6896.55,No
CUST10485,Male,0,No,No,41,Yes,DSL,Month-to-month,Mailed check,No,75.42,3026.15,Yes
CUST10486,Female,0,No,Yes,20,Yes,Fiber optic,Month-to-month,Electronic check,Yes,102.71,2068.53,No
CUST10487,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Bank transfer,No,72.2,4298.99,No
CUST10488,Male,1,No,No,19,Yes,Fiber optic,One year,Electronic check,No,69.12,1381.78,Yes
CUST10489,Male,0,No,No,21,Yes,Fiber optic,One year,Electronic check,Yes,98.61,2103.16,No
CUST10490,Male,0,Yes,No,60,Yes,Fiber optic,One year,Credit card,No,47.54,2846.64,No
CUST10491,Female,0,Yes,No,64,No,No,One year,Mailed check,Yes,142.36,9072.0,No
CUST10492,Male,0,No,Yes,24,Yes,DSL,One year,Electronic check,No,81.38,1863.64,No
CUST10493,Female,1,No,Yes,53,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,81.52,4393.33,No
CUST10494,Male,0,No,No,67,Yes,Fiber optic,One year,Mailed check,No,85.13,5586.6,Yes
CUST10495,Male,0,Yes,Yes,58,Yes,Fiber optic,Month-to-month,Bank transfer,No,118.93,6949.13,No
CUST10496,Female,0,Yes,Yes,0,Yes,DSL,Month-to-month,Credit card,No,91.81,207.45,Yes
CUST10497,Male,0,No,Yes,48,Yes,Fiber optic,One year,Electronic check,No,31.87,1678.31,No
CUST10498,Male,1,Yes,Yes,12,Yes,No,Month-to-month,Bank transfer,No,107.09,1134.57,Yes
CUST10499,Male,0,No,No,61,Yes,Fiber optic,Month-to-month,Credit card,Yes,63.48,3818.61,Yes
CUST10500,Female,0,No,Yes,4,Yes,No,One year,Mailed check,Yes,74.68,340.87,No
CUST10501,Male,0,Yes,Yes,72,Yes,No,Two year,Credit card,No,40.02,2874.41,Yes
CUST10502,Male,0,No,Yes,12,Yes,Fiber optic,Two year,Mailed check,Yes,85.16,881.98,No
CUST10503,Female,0,No,Yes,30,Yes,Fiber optic,Month-to-month,Mailed check,No,55.72,1710.13,No
CUST10504,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Credit card,No,74.5,1265.5,No
CUST10505,Male,0,Yes,No,59,Yes,No,One year,Bank transfer,No,64.9,4020.53,No
CUST10506,Male,0,Yes,Yes,28,Yes,DSL,Month-to-month,Credit card,Yes,120.13,3338.32,Yes
CUST10507,Female,0,No,Yes,54,Yes,Fiber optic,Two year,Credit card,Yes,121.56,6681.04,No
CUST10508,Male,0,Yes,No,4,Yes,No,Month-to-month,Bank transfer,Yes,73.16,165.93,No
CUST10509,Male,0,Yes,No,33,Yes,DSL,Month-to-month,Electronic check,No,73.6,2326.0,No
CUST10510,Female,0,Yes,No,66,Yes,Fiber optic,Month-to-month,Mailed check,No,62.66,4207.73,Yes
CUST10511,Female,0,Yes,No,67,Yes,Fiber optic,Two year,Credit card,No,99.65,6784.92,No
CUST10512,Male,0,Yes,No,15,Yes,No,Month-to-month,Bank transfer,Yes,63.78,860.96,Yes
CUST10513,Female,1,No,Yes,28,Yes,No,Month-to-month,Mailed check,Yes,61.47,1723.57,Yes
CUST10514,Female,0,No,Yes,29,Yes,DSL,Month-to-month,Mailed check,Yes,96.46,2659.18,No
CUST10515,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,Credit card,Yes,58.54,2382.02,No
